conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV002638,HR-FAQ-Agent,HR Queries,Manufacturing,Benefits Query,2025-08-09 16:35:00,17.1,Resolved,No,3.8,110,0.0243,99.4,No
CONV008474,SupportBot-v4,Customer Support,Logistics,Delivery Delay,2025-08-09 16:50:00,44.4,Resolved,No,4.6,766,0.0351,88.5,Yes
CONV003134,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Document Search,2025-08-09 19:25:00,17.1,Resolved,No,5.0,226,0.0208,83.8,No
CONV009911,SupportBot-v4,Customer Support,Manufacturing,Order Issue,2025-08-09 20:44:00,22.4,Resolved,No,4.6,248,0.0255,98.2,No
CONV007064,SupportBot-v4,Customer Support,Logistics,Delivery Delay,2025-08-09 21:12:00,29.9,Resolved,No,4.4,439,0.0352,100.0,No
CONV007193,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-08-09 21:19:00,38.2,Resolved,No,4.9,303,0.0235,92.0,No
CONV006401,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-08-09 21:47:00,175.9,Resolved,No,4.9,379,0.0285,80.9,No
CONV003554,SupportBot-v4,Customer Support,EdTech,Delivery Delay,2025-08-09 22:26:00,97.1,Resolved,No,5.0,182,0.0185,96.3,No
CONV007242,HR-FAQ-Agent,HR Queries,Healthcare,Payroll Question,2025-08-10 02:29:00,16.9,Escalated,Yes,3.1,709,0.042,91.7,No
CONV007397,SupportBot-v4,Customer Support,E-commerce,General Inquiry,2025-08-10 02:40:00,146.7,Resolved,No,4.4,356,0.0258,83.6,No
CONV001972,OmniAssist-2,Customer Support,Banking,Product Complaint,2025-08-10 03:50:00,187.6,Resolved,No,4.0,666,0.03,89.7,No
CONV005862,SupportBot-v4,Customer Support,Banking,Order Issue,2025-08-10 04:16:00,47.8,Resolved,No,4.7,377,0.0208,91.3,No
CONV002458,HR-FAQ-Agent,HR Queries,EdTech,Leave Balance,2025-08-10 04:26:00,125.1,Resolved,No,4.0,378,0.0309,84.8,No
CONV007603,SalesAssist-Pro,Sales Assistance,Healthcare,Lead Qualification,2025-08-10 05:38:00,16.2,Resolved,No,3.9,758,0.0464,94.5,No
CONV009035,SalesAssist-Pro,Sales Assistance,E-commerce,Pricing Question,2025-08-10 06:28:00,144.6,Resolved,No,3.7,90,0.0282,95.9,No
CONV004730,SalesAssist-Lite,Sales Assistance,Manufacturing,Lead Qualification,2025-08-10 07:20:00,91.2,Resolved,No,3.3,403,0.0329,78.8,No
CONV005859,HRQueryBot,HR Queries,EdTech,Policy Clarification,2025-08-10 07:42:00,34.5,Resolved,No,4.6,442,0.0384,90.7,No
CONV006672,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Document Search,2025-08-10 08:37:00,79.2,Resolved,No,4.8,226,0.0212,86.7,No
CONV006097,HRQueryBot,HR Queries,E-commerce,Policy Clarification,2025-08-10 08:49:00,82.8,Pending,No,3.3,368,0.0336,92.4,No
CONV008685,SupportBot-v4,Customer Support,E-commerce,General Inquiry,2025-08-10 09:05:00,81.3,Resolved,No,4.4,738,0.0472,93.3,No
CONV002241,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Process Question,2025-08-10 10:02:00,220.6,Resolved,No,4.4,477,0.0389,93.2,No
CONV005484,HR-FAQ-Agent,HR Queries,Logistics,Policy Clarification,2025-08-10 12:15:00,73.3,Escalated,Yes,3.1,442,0.0273,87.8,No
CONV001290,SalesAssist-Lite,Sales Assistance,Manufacturing,Product Recommendation,2025-08-10 13:17:00,66.6,Escalated,Yes,1.8,1097,0.0535,78.8,No
CONV006872,SalesAssist-Lite,Sales Assistance,Logistics,Upsell Opportunity,2025-08-10 13:31:00,177.9,Resolved,No,3.1,471,0.0341,79.1,No
CONV007212,OmniAssist-2,Customer Support,Manufacturing,Order Issue,2025-08-10 15:14:00,132.5,Resolved,No,4.0,691,0.0321,84.0,No
CONV004202,SalesAssist-Lite,Sales Assistance,Retail,Pricing Question,2025-08-10 15:59:00,126.7,Resolved,No,3.6,684,0.0371,84.0,No
CONV004542,HR-FAQ-Agent,HR Queries,E-commerce,Payroll Question,2025-08-10 17:30:00,81.6,Resolved,No,3.9,333,0.0232,77.5,No
CONV007523,HRQueryBot,HR Queries,Telecom,Payroll Question,2025-08-10 17:49:00,48.0,Pending,No,3.9,236,0.0178,86.2,No
CONV007128,SupportBot-v4,Customer Support,Retail,General Inquiry,2025-08-10 18:37:00,98.8,Resolved,No,5.0,484,0.0401,88.2,No
CONV004564,SupportBot-v3,Customer Support,Retail,Product Complaint,2025-08-10 22:38:00,22.6,Resolved,No,4.5,189,0.0335,86.7,No
CONV000505,OmniAssist-2,Customer Support,Healthcare,Order Issue,2025-08-10 23:25:00,200.1,Resolved,No,4.1,334,0.0358,84.6,No
CONV005675,SchedulerBot,Appointment Scheduling,Telecom,Reschedule,2025-08-10 23:49:00,34.6,Resolved,No,4.4,402,0.0301,93.2,No
CONV006043,SalesAssist-Lite,Sales Assistance,Telecom,Lead Qualification,2025-08-11 00:30:00,65.5,Resolved,No,3.9,277,0.0192,92.2,No
CONV000721,SupportBot-v4,Customer Support,Logistics,Refund Request,2025-08-11 02:04:00,96.8,Resolved,No,4.5,262,0.0247,72.7,No
CONV000472,KnowledgeFinder-X,Internal Knowledge Search,Banking,Document Search,2025-08-11 03:29:00,43.6,Escalated,Yes,3.3,118,0.0229,83.5,No
CONV000152,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-08-11 03:48:00,41.1,Resolved,No,2.9,429,0.0385,67.2,No
CONV003317,SchedulerBot,Appointment Scheduling,E-commerce,Book Appointment,2025-08-11 05:20:00,80.1,Resolved,No,4.9,327,0.0372,100.0,No
CONV000019,SalesAssist-Lite,Sales Assistance,E-commerce,Product Recommendation,2025-08-11 05:29:00,120.7,Escalated,Yes,2.6,710,0.0347,82.0,No
CONV005024,ITHelpDesk-AI,IT Helpdesk,Manufacturing,Password Reset,2025-08-11 05:44:00,271.9,Pending,No,2.7,1077,0.0591,80.1,No
CONV009650,OmniAssist-2,Customer Support,Healthcare,Order Issue,2025-08-11 09:11:00,15.0,Escalated,Yes,2.8,965,0.044,96.6,No
CONV001668,OmniAssist-2,Customer Support,EdTech,Order Issue,2025-08-11 10:52:00,96.7,Resolved,No,3.6,486,0.0434,85.9,No
CONV001547,SalesAssist-Lite,Sales Assistance,Healthcare,Upsell Opportunity,2025-08-11 11:09:00,65.0,Resolved,No,3.2,701,0.0519,85.8,Yes
CONV005507,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-08-11 11:12:00,82.8,Resolved,No,5.0,315,0.0177,100.0,No
CONV008596,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-08-11 11:26:00,90.4,Resolved,No,4.9,737,0.0293,89.1,Yes
CONV000064,SupportBot-v3,Customer Support,Retail,Product Complaint,2025-08-11 11:46:00,165.4,Resolved,No,3.0,240,0.0247,84.6,No
CONV006342,HR-FAQ-Agent,HR Queries,EdTech,Leave Balance,2025-08-11 12:20:00,108.2,Resolved,No,4.1,121,0.0312,79.3,No
CONV009547,SalesAssist-Lite,Sales Assistance,Banking,Product Recommendation,2025-08-11 13:28:00,28.0,Resolved,No,3.6,351,0.0296,74.2,No
CONV000820,HR-FAQ-Agent,HR Queries,Manufacturing,Benefits Query,2025-08-11 13:59:00,147.0,Resolved,No,3.8,538,0.0313,79.9,No
CONV007047,SupportBot-v4,Customer Support,Banking,Refund Request,2025-08-11 14:08:00,82.2,Resolved,No,4.4,149,0.0169,90.1,No
CONV008872,SalesAssist-Lite,Sales Assistance,E-commerce,Discount Inquiry,2025-08-11 15:15:00,19.4,Resolved,No,3.6,80,0.0222,81.3,No
CONV009138,IT-Legacy-Bot,IT Helpdesk,Healthcare,Network Issue,2025-08-11 17:45:00,92.3,Resolved,No,3.8,1365,0.0819,75.2,No
CONV006781,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-08-11 18:31:00,40.1,Resolved,No,4.7,230,0.0327,98.1,No
CONV000922,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-08-11 18:50:00,106.2,Resolved,No,3.8,573,0.0269,88.1,No
CONV007709,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-08-11 20:09:00,15.0,Resolved,No,5.0,252,0.0251,91.3,No
CONV001905,IT-Legacy-Bot,IT Helpdesk,Banking,Software Bug,2025-08-11 20:22:00,90.1,Resolved,No,3.0,130,0.0329,78.4,Yes
CONV001183,SupportBot-v4,Customer Support,Manufacturing,General Inquiry,2025-08-11 20:27:00,44.0,Resolved,No,5.0,246,0.0359,92.2,No
CONV000382,SchedulerBot,Appointment Scheduling,Healthcare,Book Appointment,2025-08-11 20:50:00,51.5,Resolved,No,5.0,478,0.0229,91.9,No
CONV002268,OmniAssist-2,Customer Support,EdTech,Refund Request,2025-08-11 21:57:00,171.1,Resolved,No,3.7,915,0.0371,85.7,No
CONV006046,SupportBot-v4,Customer Support,Manufacturing,Refund Request,2025-08-11 23:01:00,308.3,Pending,No,5.0,585,0.0351,90.9,No
CONV006067,SalesAssist-Lite,Sales Assistance,Banking,Upsell Opportunity,2025-08-11 23:10:00,190.7,Resolved,No,3.2,378,0.0388,78.9,No
CONV005218,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-08-11 23:41:00,167.4,Resolved,No,4.9,253,0.0353,90.1,No
CONV009277,SupportBot-v3,Customer Support,Logistics,Order Issue,2025-08-11 23:42:00,122.5,Resolved,No,3.7,1258,0.0618,82.7,No
CONV001206,SchedulerBot,Appointment Scheduling,Manufacturing,Availability Check,2025-08-12 00:10:00,77.5,Resolved,No,4.7,401,0.0232,95.0,No
CONV004144,SalesAssist-Lite,Sales Assistance,Logistics,Pricing Question,2025-08-12 02:06:00,195.3,Resolved,No,3.4,730,0.0506,73.0,No
CONV006871,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Process Question,2025-08-12 03:33:00,101.1,Resolved,No,4.8,586,0.0312,87.6,No
CONV003238,SalesAssist-Lite,Sales Assistance,Healthcare,Product Recommendation,2025-08-12 04:11:00,243.4,Resolved,No,4.2,279,0.0367,86.3,Yes
CONV001165,OmniAssist-2,Customer Support,E-commerce,Product Complaint,2025-08-12 05:20:00,21.9,Resolved,No,4.3,492,0.0284,92.1,No
CONV008284,HRQueryBot,HR Queries,Logistics,Policy Clarification,2025-08-12 05:36:00,29.6,Resolved,No,4.3,155,0.0167,87.9,No
CONV007359,HR-FAQ-Agent,HR Queries,Logistics,Policy Clarification,2025-08-12 08:19:00,224.7,Resolved,No,4.3,224,0.0227,71.9,No
CONV001974,HR-FAQ-Agent,HR Queries,Logistics,Benefits Query,2025-08-12 08:47:00,126.0,Resolved,No,3.8,376,0.0356,79.0,Yes
CONV003816,IT-Legacy-Bot,IT Helpdesk,Healthcare,Network Issue,2025-08-12 09:13:00,30.9,Resolved,No,3.0,376,0.0254,76.1,No
CONV001828,OmniAssist-2,Customer Support,EdTech,General Inquiry,2025-08-12 09:48:00,28.4,Resolved,No,4.1,584,0.0407,84.7,No
CONV008500,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-08-12 10:11:00,152.3,Resolved,No,4.3,766,0.0344,88.6,No
CONV004485,OmniAssist-2,Customer Support,Manufacturing,Delivery Delay,2025-08-12 12:44:00,158.3,Escalated,Yes,2.3,536,0.0313,76.0,No
CONV001124,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Compliance Query,2025-08-12 13:41:00,148.7,Resolved,No,3.9,882,0.0443,82.6,No
CONV006824,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Policy Lookup,2025-08-12 14:10:00,15.0,Resolved,No,3.8,410,0.0293,82.7,No
CONV003855,SchedulerBot,Appointment Scheduling,Logistics,Availability Check,2025-08-12 14:23:00,93.7,Resolved,No,4.1,327,0.0214,91.1,No
CONV004525,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Document Search,2025-08-12 15:54:00,38.9,Resolved,No,4.8,678,0.0445,88.2,No
CONV006338,SchedulerBot,Appointment Scheduling,Retail,Reschedule,2025-08-12 19:01:00,52.5,Resolved,No,4.9,260,0.0284,88.4,No
CONV009246,SupportBot-v4,Customer Support,E-commerce,Product Complaint,2025-08-12 19:40:00,15.0,Resolved,No,4.1,397,0.0282,83.9,No
CONV000129,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-08-12 20:52:00,113.7,Pending,No,2.5,280,0.0293,78.3,No
CONV003738,IT-Legacy-Bot,IT Helpdesk,EdTech,Password Reset,2025-08-12 22:38:00,144.5,Resolved,No,3.0,540,0.05,89.9,No
CONV005646,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-08-12 23:51:00,118.7,Resolved,No,4.1,340,0.0367,77.1,No
CONV000471,HRQueryBot,HR Queries,Banking,Onboarding Help,2025-08-12 23:54:00,58.6,Resolved,No,3.9,152,0.0331,76.7,No
CONV008881,HR-FAQ-Agent,HR Queries,Manufacturing,Policy Clarification,2025-08-13 02:06:00,52.9,Resolved,No,3.2,95,0.0181,80.5,No
CONV006762,KnowledgeFinder-X,Internal Knowledge Search,Retail,Process Question,2025-08-13 02:49:00,52.6,Escalated,Yes,3.3,385,0.0379,89.0,No
CONV001884,HR-FAQ-Agent,HR Queries,Banking,Payroll Question,2025-08-13 03:02:00,128.0,Resolved,No,3.6,433,0.0411,88.1,No
CONV007540,OmniAssist-2,Customer Support,Manufacturing,Delivery Delay,2025-08-13 03:16:00,102.9,Resolved,No,4.1,222,0.0272,88.1,No
CONV008766,ITHelpDesk-AI,IT Helpdesk,EdTech,Access Request,2025-08-13 04:06:00,37.2,Resolved,No,3.2,524,0.0335,85.5,No
CONV001369,SupportBot-v4,Customer Support,Telecom,Delivery Delay,2025-08-13 04:30:00,57.1,Resolved,No,4.5,293,0.0183,88.6,No
CONV007917,SupportBot-v4,Customer Support,Logistics,General Inquiry,2025-08-13 05:23:00,58.8,Pending,No,4.8,502,0.0406,92.9,No
CONV009703,ITHelpDesk-AI,IT Helpdesk,Banking,Access Request,2025-08-13 07:11:00,104.2,Resolved,No,3.5,290,0.0276,77.5,No
CONV009275,SchedulerBot,Appointment Scheduling,Retail,Cancellation,2025-08-13 08:54:00,22.1,Resolved,No,4.2,109,0.0152,88.7,No
CONV009313,HRQueryBot,HR Queries,Healthcare,Payroll Question,2025-08-13 11:50:00,142.5,Resolved,No,4.9,329,0.0285,90.5,No
CONV002072,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Document Search,2025-08-13 12:12:00,133.3,Resolved,No,3.7,532,0.0358,83.5,No
CONV001220,HRQueryBot,HR Queries,Banking,Payroll Question,2025-08-13 13:49:00,92.7,Resolved,No,4.8,133,0.0231,90.7,No
CONV005925,IT-Legacy-Bot,IT Helpdesk,Retail,Password Reset,2025-08-13 16:09:00,22.9,Pending,No,3.5,484,0.0323,72.7,Yes
CONV003096,OmniAssist-2,Customer Support,Manufacturing,Order Issue,2025-08-13 17:04:00,253.1,Resolved,No,4.9,754,0.0391,85.3,No
CONV004637,SalesAssist-Lite,Sales Assistance,Logistics,Upsell Opportunity,2025-08-13 19:23:00,36.1,Resolved,No,3.3,498,0.0443,80.0,No
CONV000857,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Document Search,2025-08-13 19:31:00,155.0,Resolved,No,4.3,583,0.039,91.0,Yes
CONV007636,SchedulerBot,Appointment Scheduling,Logistics,Availability Check,2025-08-13 20:40:00,37.5,Resolved,No,4.4,147,0.0224,89.0,No
CONV008980,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Policy Lookup,2025-08-13 21:35:00,39.9,Resolved,No,4.6,409,0.0296,91.6,No
CONV009328,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-08-13 21:46:00,103.1,Resolved,No,4.8,310,0.0198,90.3,No
CONV001507,ITHelpDesk-AI,IT Helpdesk,E-commerce,Network Issue,2025-08-13 21:53:00,260.3,Resolved,No,3.6,806,0.0483,84.1,Yes
CONV004944,SalesAssist-Pro,Sales Assistance,EdTech,Product Recommendation,2025-08-13 23:25:00,25.2,Resolved,No,4.2,195,0.0307,85.7,No
CONV000529,HRQueryBot,HR Queries,Retail,Leave Balance,2025-08-13 23:26:00,69.9,Resolved,No,4.3,85,0.0186,85.7,No
CONV008306,OmniAssist-2,Customer Support,Manufacturing,General Inquiry,2025-08-13 23:38:00,110.9,Resolved,No,3.3,843,0.0369,98.4,No
CONV001801,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-08-14 00:29:00,61.5,Resolved,No,4.2,402,0.0417,86.0,No
CONV002975,OmniAssist-2,Customer Support,Telecom,Product Complaint,2025-08-14 01:52:00,29.2,Pending,No,4.8,320,0.0219,82.4,No
CONV000147,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-08-14 03:33:00,80.9,Resolved,No,4.3,420,0.024,77.2,No
CONV004216,SupportBot-v4,Customer Support,E-commerce,Order Issue,2025-08-14 03:57:00,63.9,Resolved,No,4.7,414,0.0358,94.1,No
CONV003548,OmniAssist-2,Customer Support,Telecom,General Inquiry,2025-08-14 05:36:00,18.1,Resolved,No,4.3,602,0.0314,94.9,No
CONV006953,OmniAssist-2,Customer Support,Banking,General Inquiry,2025-08-14 06:45:00,18.4,Resolved,No,4.5,730,0.0419,86.2,No
CONV009640,HR-FAQ-Agent,HR Queries,Banking,Payroll Question,2025-08-14 07:19:00,121.0,Resolved,No,4.2,416,0.0384,84.2,No
CONV006641,IT-Legacy-Bot,IT Helpdesk,Manufacturing,Password Reset,2025-08-14 07:40:00,142.1,Resolved,No,3.0,485,0.0325,69.9,No
CONV004868,SchedulerBot,Appointment Scheduling,Banking,Reschedule,2025-08-14 07:45:00,24.5,Resolved,No,4.9,159,0.0196,93.0,No
CONV002824,SalesAssist-Pro,Sales Assistance,EdTech,Pricing Question,2025-08-14 08:53:00,136.6,Resolved,No,3.9,1042,0.0416,94.0,No
CONV007194,SchedulerBot,Appointment Scheduling,Telecom,Reschedule,2025-08-14 09:07:00,84.0,Resolved,No,4.0,385,0.0341,100.0,No
CONV009316,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Compliance Query,2025-08-14 09:57:00,58.9,Resolved,No,4.6,387,0.0378,87.7,No
CONV006454,HR-FAQ-Agent,HR Queries,Healthcare,Policy Clarification,2025-08-14 10:25:00,57.9,Resolved,No,3.5,312,0.0235,82.8,No
CONV008825,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-08-14 11:30:00,18.1,Resolved,No,3.8,341,0.03,89.6,No
CONV009250,OmniAssist-2,Customer Support,Manufacturing,Product Complaint,2025-08-14 11:55:00,41.9,Resolved,No,4.1,902,0.0459,87.1,No
CONV000260,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-08-14 12:21:00,152.2,Resolved,No,4.2,474,0.0273,95.7,No
CONV007295,SupportBot-v4,Customer Support,Telecom,Product Complaint,2025-08-14 12:25:00,36.8,Pending,No,4.3,600,0.0255,94.0,No
CONV005326,OmniAssist-2,Customer Support,Retail,Refund Request,2025-08-14 12:30:00,74.9,Pending,No,4.6,324,0.0242,95.0,No
CONV006264,SchedulerBot,Appointment Scheduling,Healthcare,Cancellation,2025-08-14 12:35:00,33.9,Resolved,No,4.2,467,0.0207,95.9,No
CONV003454,IT-Legacy-Bot,IT Helpdesk,Healthcare,Software Bug,2025-08-14 13:14:00,253.6,Resolved,No,2.9,650,0.039,73.7,No
CONV003062,HR-FAQ-Agent,HR Queries,E-commerce,Benefits Query,2025-08-14 13:25:00,64.4,Resolved,No,4.2,749,0.0477,78.6,No
CONV006151,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Policy Lookup,2025-08-14 13:53:00,224.3,Resolved,No,4.6,361,0.0358,89.0,Yes
CONV009493,HR-FAQ-Agent,HR Queries,EdTech,Leave Balance,2025-08-14 15:19:00,66.9,Escalated,Yes,2.6,205,0.0342,83.7,No
CONV008623,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-08-14 15:35:00,21.0,Resolved,No,3.9,205,0.0277,89.8,No
CONV009593,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-08-14 16:15:00,117.1,Resolved,No,4.3,661,0.0374,86.1,No
CONV009562,ITHelpDesk-AI,IT Helpdesk,EdTech,Software Bug,2025-08-14 16:38:00,46.0,Resolved,No,2.9,80,0.0217,91.9,No
CONV000435,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-08-14 17:13:00,140.9,Resolved,No,4.1,273,0.0246,74.7,No
CONV005985,SalesAssist-Lite,Sales Assistance,Manufacturing,Discount Inquiry,2025-08-14 18:27:00,320.3,Pending,No,3.8,658,0.0436,91.2,No
CONV007900,ITHelpDesk-AI,IT Helpdesk,Healthcare,Access Request,2025-08-14 20:14:00,50.9,Resolved,No,3.1,885,0.0539,81.0,No
CONV009176,SalesAssist-Pro,Sales Assistance,EdTech,Product Recommendation,2025-08-14 20:55:00,15.0,Resolved,No,4.2,215,0.0165,92.1,No
CONV007335,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-08-14 23:48:00,67.2,Resolved,No,4.2,474,0.0275,93.6,No
CONV003650,HR-FAQ-Agent,HR Queries,EdTech,Leave Balance,2025-08-15 00:26:00,74.3,Resolved,No,3.5,680,0.0302,82.6,No
CONV004039,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Process Question,2025-08-15 04:10:00,336.5,Resolved,No,3.2,341,0.0389,90.5,No
CONV001224,ITHelpDesk-AI,IT Helpdesk,Manufacturing,Hardware Request,2025-08-15 04:49:00,69.5,Pending,No,3.6,664,0.049,93.0,No
CONV007166,KnowledgeFinder-X,Internal Knowledge Search,Retail,Document Search,2025-08-15 06:03:00,184.5,Resolved,No,4.9,80,0.0134,89.9,No
CONV000459,IT-Legacy-Bot,IT Helpdesk,EdTech,Network Issue,2025-08-15 06:05:00,226.0,Resolved,No,3.1,594,0.0532,86.8,No
CONV009629,SalesAssist-Lite,Sales Assistance,E-commerce,Lead Qualification,2025-08-15 06:15:00,74.8,Resolved,No,2.9,251,0.0376,78.5,Yes
CONV007785,SalesAssist-Lite,Sales Assistance,Banking,Discount Inquiry,2025-08-15 07:16:00,57.5,Resolved,No,3.1,123,0.0318,79.6,No
CONV000783,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-08-15 07:47:00,61.5,Resolved,No,4.6,350,0.0288,98.7,No
CONV006835,OmniAssist-2,Customer Support,E-commerce,Product Complaint,2025-08-15 07:56:00,37.3,Resolved,No,3.3,263,0.0308,89.5,No
CONV009839,HRQueryBot,HR Queries,Healthcare,Policy Clarification,2025-08-15 08:30:00,28.3,Resolved,No,4.4,175,0.0307,98.1,No
CONV000557,OmniAssist-2,Customer Support,Healthcare,Refund Request,2025-08-15 10:17:00,52.3,Resolved,No,4.7,1156,0.0484,84.0,No
CONV007399,OmniAssist-2,Customer Support,Telecom,General Inquiry,2025-08-15 10:26:00,54.1,Resolved,No,4.4,189,0.0181,85.7,No
CONV003798,SalesAssist-Pro,Sales Assistance,Retail,Upsell Opportunity,2025-08-15 10:27:00,43.7,Resolved,No,4.2,215,0.0251,90.0,No
CONV002035,ITHelpDesk-AI,IT Helpdesk,Banking,Software Bug,2025-08-15 10:40:00,20.7,Resolved,No,3.1,1024,0.0535,83.5,No
CONV004274,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Compliance Query,2025-08-15 12:29:00,49.9,Resolved,No,4.2,230,0.0299,83.7,No
CONV008415,SupportBot-v4,Customer Support,Healthcare,Product Complaint,2025-08-15 13:23:00,53.8,Resolved,No,4.7,163,0.0157,97.2,No
CONV009278,HRQueryBot,HR Queries,Manufacturing,Benefits Query,2025-08-15 15:05:00,102.2,Resolved,No,4.2,349,0.0229,92.9,No
CONV009217,HR-FAQ-Agent,HR Queries,Telecom,Policy Clarification,2025-08-15 15:46:00,102.2,Resolved,No,4.0,783,0.0404,94.2,No
CONV008128,HRQueryBot,HR Queries,Logistics,Policy Clarification,2025-08-15 18:24:00,71.5,Pending,No,4.5,123,0.0259,87.1,No
CONV005613,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Policy Lookup,2025-08-15 18:49:00,24.2,Escalated,Yes,2.5,288,0.0217,83.9,Yes
CONV000831,HR-FAQ-Agent,HR Queries,Manufacturing,Payroll Question,2025-08-15 19:09:00,88.1,Resolved,No,3.8,133,0.0317,79.3,No
CONV009097,HRQueryBot,HR Queries,Retail,Leave Balance,2025-08-15 19:24:00,235.8,Resolved,No,4.3,392,0.0243,94.5,No
CONV005721,HR-FAQ-Agent,HR Queries,Banking,Payroll Question,2025-08-15 19:38:00,15.0,Resolved,No,4.2,478,0.0378,80.9,No
CONV004285,SalesAssist-Pro,Sales Assistance,Logistics,Lead Qualification,2025-08-15 20:18:00,105.1,Resolved,No,4.2,80,0.0203,86.6,No
CONV000071,SalesAssist-Pro,Sales Assistance,Manufacturing,Lead Qualification,2025-08-15 21:13:00,67.9,Resolved,No,4.8,272,0.0337,88.9,Yes
CONV003003,ITHelpDesk-AI,IT Helpdesk,Logistics,Password Reset,2025-08-15 22:12:00,29.7,Resolved,No,3.9,550,0.0468,85.0,No
CONV004123,HRQueryBot,HR Queries,Logistics,Policy Clarification,2025-08-16 00:25:00,55.6,Resolved,No,3.4,357,0.0387,83.3,No
CONV002902,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Document Search,2025-08-16 00:59:00,31.9,Escalated,Yes,2.8,432,0.034,78.3,No
CONV006862,OmniAssist-2,Customer Support,E-commerce,General Inquiry,2025-08-16 01:18:00,102.9,Resolved,No,4.1,791,0.043,98.8,No
CONV009638,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-08-16 02:51:00,53.8,Resolved,No,4.6,508,0.0271,84.4,No
CONV000188,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Compliance Query,2025-08-16 02:57:00,209.8,Resolved,No,3.4,320,0.0371,85.0,No
